"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent","management_shift"
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Lonicera",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.684629360265329,0.777303258476267,0
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Lonicera",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,1.28721198854565,0.777303258476267,0
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Miscanthus",NA,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,NA,-0.532023874289486,1
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Miscanthus",9,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.158805000582401,0.777303258476267,0
"R_5ywqK8B333ZmZQ5","Massachusetts","Network of sites within one state/province","Rosa",NA,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,NA,0.777303258476267,0
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Rosa",NA,"Later due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,NA,-0.532023874289486,1
"R_3dKb9I322MuEgFz","Maine","Single site","Rosa",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_73eVhyZmS8L43ik","Maine","Network of sites within one state/province","Rosa",NA,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2025,6,1,1,NA,-0.532023874289486,0
"R_3zHHEZE9YczuVki","Indiana"," Other (please specify)","Rosa",20,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Other",2025,2,1,1,1.28721198854565,-1.84135100705524,1
"R_30JFe2RxkYRhFAk","Michigan","Network of sites within one state/province","Rosa",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,1.28721198854565,0.777303258476267,0
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Rosa",12,"At the same time despite changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,0.235563269179794,0.777303258476267,0
"R_3GKeTuOGsGrWsBx","Michigan","Single site","Rosa",9,"Later due to changing phenology","Invasive plant management ","6 to 10 years","Academia/University",2025,6,1,1,-0.158805000582401,-0.532023874289486,1
"R_1HgGpL6ACrpRv4l","West Virginia","Multi-state network of sites","Rosa",15,"Earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,0.62993153894199,0.777303258476267,1
"R_51b9eoP3TpoI1sr","Missouri"," Other (please specify)","Rosa",10,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years"," Federal Government",2025,2,1,1,-0.0273489106616695,-1.84135100705524,0
"R_5tyNGdytbIadKk9","Indiana","Network of sites within one state/province","Rosa",5,"Earlier due to changing phenology,Later due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,1,-0.684629360265329,-1.84135100705524,1
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Rosa",5,"Later due to changing phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2025,2,1,1,-0.684629360265329,-1.84135100705524,1
"R_5GqXqu4hfRGN4Y4","Virginia","Network of sites within one state/province","Rosa",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_5oaOcorb0tWwDku","Maine","Network of sites within one state/province","Rosa",6,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.553173270344597,-0.532023874289486,1
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Rosa",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,1.28721198854565,0.777303258476267,0
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Rosa",15,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,0.62993153894199,0.777303258476267,0
"R_3f2NE46NtdzB3GN","Missouri","Multi-state network of sites","Rosa",3,"Earlier due to changing phenology,Later due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.947541540106792,-0.532023874289486,1
"R_7916UIaOGbhT1AV","Indiana","Network of sites within one state/province","Rosa",4.75,"Later due to changing phenology","Invasive plant management ","2 to 5 years","County Government",2025,2,1,1,-0.717493382745512,-1.84135100705524,1
"R_4DdacjI5qhmJw0t","Vermont","Multi-state network of sites","Rosa",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_7CIWuckyx3sjsAs","Ontario"," Other (please specify)","Rosa",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Other",2025,6,1,1,-0.0273489106616695,-0.532023874289486,0
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Rosa",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.684629360265329,0.777303258476267,0
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Rosa",25,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,1.94449243814931,0.777303258476267,0
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Acer",NA,"Later due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,NA,-0.532023874289486,1
"R_3dKb9I322MuEgFz","Maine","Single site","Acer",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-0.684629360265329,0.777303258476267,0
"R_7GCx4T0QvASYfS2","Massachusetts","Network of sites within one state/province","Acer",25,"Later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,1.94449243814931,0.777303258476267,1
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Acer",9,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.158805000582401,0.777303258476267,0
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Acer",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.947541540106792,0.777303258476267,0
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Acer",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.684629360265329,0.777303258476267,0
"R_3dKb9I322MuEgFz","Maine","Single site","Phragmites",8,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-0.290261090503133,0.777303258476267,0
"R_73eVhyZmS8L43ik","Maine","Network of sites within one state/province","Phragmites",NA,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2025,6,1,1,NA,-0.532023874289486,0
"R_3SsX1syXYcf2oyl","Maine","Network of sites within one state/province","Phragmites",10,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_5iL3nUBoeV7F8Kx","Minnesota","Network of sites within one state/province","Phragmites",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-1.07899763002752,0.777303258476267,0
"R_30JFe2RxkYRhFAk","Michigan","Network of sites within one state/province","Phragmites",16,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,0.761387628862721,0.777303258476267,1
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Phragmites",15,"Later due to changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,0.62993153894199,0.777303258476267,1
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Phragmites",3,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.947541540106792,-0.532023874289486,1
"R_6QOOH4tKwngrOHn","Michigan","Network of sites within one state/province","Phragmites",10,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,1,-0.0273489106616695,-1.84135100705524,1
"R_1JL9iDUjnpJZLQR","New York","Network of sites within one state/province","Phragmites",5,"Later due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,-0.684629360265329,-0.532023874289486,1
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Phragmites",5,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2025,2,1,1,-0.684629360265329,-1.84135100705524,1
"R_7916UIaOGbhT1AV","Indiana","Network of sites within one state/province","Phragmites",4.75,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","County Government",2025,2,1,1,-0.717493382745512,-1.84135100705524,1
"R_4DdacjI5qhmJw0t","Vermont","Multi-state network of sites","Phragmites",10,"Later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_7q9CGoR98EHdtT8","Wisconsin","Single site","Phragmites",10,"Earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_7CIWuckyx3sjsAs","Ontario"," Other (please specify)","Phragmites",10,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Other",2025,6,1,1,-0.0273489106616695,-0.532023874289486,1
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Phragmites",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.947541540106792,0.777303258476267,0
"R_5R23jr6FuDmhief","Massachusetts","Single site","Centaurea",10,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_5iL3nUBoeV7F8Kx","Minnesota","Network of sites within one state/province","Centaurea",15,"Earlier due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,0.62993153894199,0.777303258476267,1
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Centaurea",18,"Earlier due to changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,1.02429980870419,0.777303258476267,1
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Centaurea",5,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.684629360265329,-0.532023874289486,1
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Centaurea",5,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2025,2,1,1,-0.684629360265329,-1.84135100705524,1
"R_7q3sEFKcJH3jV4h","North Carolina","Multi-state network of sites","Centaurea",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_4DdacjI5qhmJw0t","Vermont","Multi-state network of sites","Centaurea",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Centaurea",5,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.684629360265329,0.777303258476267,1
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Ailanthis",NA,"Later due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,NA,-0.532023874289486,1
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Ailanthis",15,"At the same time despite changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,0.62993153894199,0.777303258476267,0
"R_3GKeTuOGsGrWsBx","Michigan","Single site","Ailanthis",9,"Later due to changing phenology","Invasive plant management ","6 to 10 years","Academia/University",2025,6,1,1,-0.158805000582401,-0.532023874289486,1
"R_51b9eoP3TpoI1sr","Missouri"," Other (please specify)","Ailanthis",20,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years"," Federal Government",2025,2,1,1,1.28721198854565,-1.84135100705524,0
"R_6QOOH4tKwngrOHn","Michigan","Network of sites within one state/province","Ailanthis",5,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,1,-0.684629360265329,-1.84135100705524,0
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Ailanthis",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-0.684629360265329,0.777303258476267,0
"R_7q3sEFKcJH3jV4h","North Carolina","Multi-state network of sites","Ailanthis",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.0273489106616695,-0.532023874289486,0
"R_3f2NE46NtdzB3GN","Missouri","Multi-state network of sites","Ailanthis",3,"Later due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.947541540106792,-0.532023874289486,1
"R_7916UIaOGbhT1AV","Indiana","Network of sites within one state/province","Ailanthis",4.75,"Earlier due to changing phenology,Later due to changing phenology","Invasive plant management ","2 to 5 years","County Government",2025,2,1,1,-0.717493382745512,-1.84135100705524,1
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Ailanthis",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.947541540106792,0.777303258476267,0
"R_6oQyieKuImjkMkF","Minnesota","Network of sites within one state/province","Pastinaca",6,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,1,-0.553173270344597,-1.84135100705524,1
"R_5iL3nUBoeV7F8Kx","Minnesota","Network of sites within one state/province","Pastinaca",15,"Earlier due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,0.62993153894199,0.777303258476267,1
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Pastinaca",12,"Earlier due to changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,0.235563269179794,0.777303258476267,1
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Pastinaca",5,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.684629360265329,-0.532023874289486,1
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Pastinaca",5,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2025,2,1,1,-0.684629360265329,-1.84135100705524,1
"R_3BXy7lTi8qCQ0cF","Indiana"," Other (please specify)","Pastinaca",3,"Earlier due to changing phenology","Invasive plant management ","10+ years","Other",2025,10,1,1,-0.947541540106792,0.777303258476267,1
"R_4DdacjI5qhmJw0t","Vermont","Multi-state network of sites","Pastinaca",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_6xnYQypkLxxXJct","Michigan","Multi-state network of sites","Pastinaca",11,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,0.104107179259062,0.777303258476267,1
"R_5cCxuqU3LPDqcRW","Wisconsin","Network of sites within one state/province","Pastinaca",9,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,1,-0.158805000582401,-1.84135100705524,1
"R_7q9CGoR98EHdtT8","Wisconsin","Single site","Pastinaca",10,"Earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_7CIWuckyx3sjsAs","Ontario"," Other (please specify)","Pastinaca",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Other",2025,6,1,1,-0.0273489106616695,-0.532023874289486,0
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Pastinaca",7,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.421717180423865,0.777303258476267,0
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Ligustrum",NA,"Later due to changing phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,1,NA,-0.532023874289486,1
"R_3dKb9I322MuEgFz","Maine","Single site","Ligustrum",4,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,-0.81608545018606,0.777303258476267,0
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Ligustrum",12,"At the same time despite changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,0.235563269179794,0.777303258476267,0
"R_3GKeTuOGsGrWsBx","Michigan","Single site","Ligustrum",9,"Later due to changing phenology","Invasive plant management ","6 to 10 years","Academia/University",2025,6,1,1,-0.158805000582401,-0.532023874289486,1
"R_1HgGpL6ACrpRv4l","West Virginia","Multi-state network of sites","Ligustrum",15,"Earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,0.62993153894199,0.777303258476267,1
"R_51b9eoP3TpoI1sr","Missouri"," Other (please specify)","Ligustrum",20,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years"," Federal Government",2025,2,1,1,1.28721198854565,-1.84135100705524,0
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Ligustrum",15,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,0.62993153894199,0.777303258476267,0
"R_7q3sEFKcJH3jV4h","North Carolina","Multi-state network of sites","Ligustrum",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.0273489106616695,-0.532023874289486,0
"R_3f2NE46NtdzB3GN","Missouri","Multi-state network of sites","Ligustrum",2,"Earlier due to changing phenology,Later due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_7916UIaOGbhT1AV","Indiana","Network of sites within one state/province","Ligustrum",4.75,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","County Government",2025,2,1,1,-0.717493382745512,-1.84135100705524,1
"R_3BXy7lTi8qCQ0cF","Indiana"," Other (please specify)","Ligustrum",16,"Earlier due to changing phenology","Invasive plant management ","10+ years","Other",2025,10,1,1,0.761387628862721,0.777303258476267,1
"R_4DdacjI5qhmJw0t","Vermont","Multi-state network of sites","Ligustrum",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_7q9CGoR98EHdtT8","Wisconsin","Single site","Ligustrum",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_52slHOREy0viarS","Virginia","Network of sites within one state/province","Ligustrum",4,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2025,2,1,1,-0.81608545018606,-1.84135100705524,1
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Ligustrum",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,-1.07899763002752,0.777303258476267,0
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Celastrus",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Celastrus",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Celastrus",9,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.158805000582401,-0.532023874289486,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Celastrus",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Celastrus",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Celastrus",8,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.290261090503133,0.777303258476267,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Celastrus",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Celastrus",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Celastrus",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_5GB0QBBYaO426fP","Maine","Single site","Celastrus",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,0
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Celastrus",5,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.684629360265329,-0.532023874289486,1
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Celastrus",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.777303258476267,0
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Celastrus",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Celastrus",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.684629360265329,-0.532023874289486,0
"R_37Vfwq15uXhdIgh","Rhode Island","Single site","Celastrus",8,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.290261090503133,0.777303258476267,0
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Celastrus",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Celastrus",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Celastrus",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Celastrus",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Celastrus",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1
"R_6lGDmKoRK5yHshi","Maine","Single site","Celastrus",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.28721198854565,0.777303258476267,1
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Celastrus",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684629360265329,0.777303258476267,0
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Celastrus",25,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94449243814931,0.777303258476267,0
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Celastrus",16,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.761387628862721,0.777303258476267,0
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Celastrus",12,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.235563269179794,0.777303258476267,1
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Celastrus",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Lonicera",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Lonicera",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947541540106792,0.777303258476267,0
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,1,-0.684629360265329,-1.84135100705524,1
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Lonicera",24,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.81303634822858,0.777303258476267,1
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Lonicera",14,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.498475449021258,0.777303258476267,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Lonicera",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1
