"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear"
"R_7VHZv0QU22SMcfo","","","Microstegium",NA,NA,"Invasive plant research/science","10+ years","Other",2025
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Microstegium",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1WY82cNkvl3SfQt","Massachusetts"," Other (please specify)","Microstegium",2,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2025
"R_5gWhTNexnIxqTnz","Vermont","Multi-state network of sites","Microstegium",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5E49JE842qi5GJr","Massachusetts","Single site","Microstegium",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3rwajJwgu3om0rn","","","Microstegium",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3IsjGtJEPkCmXJ6","","","Microstegium",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","State Government",2025
"R_3CBEqa3RyCeeOxN","","","Microstegium",NA,NA,"Invasive plant research/science","2 to 5 years","State Government",2025
"R_7R3kptcEqpw4uvH","","","Microstegium",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_78RhmA0lmlcdoad","","","Microstegium",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_1D1AJJAt8PaqdR8","","","Microstegium",NA,NA,"","","",2025
"R_7NhlFVsI95PXZnF","","","Microstegium",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_6loBMHGNQOY8UWk","","","Microstegium",NA,NA,"","","",2025
"R_61GkUO5dWwqhCjj","Wisconsin","Network of sites within one state/province","Microstegium",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_1y9tqb67sILacJi","","","Microstegium",NA,NA,"I don’t work with invasive plants","","",2025
"R_5rpFVgwW2vdnPAV","","","Microstegium",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3XCIHNhh88dMl1L","Massachusetts","Network of sites within one state/province","Microstegium",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_6VEWbJCjy6ty3UZ","Massachusetts"," Other (please specify)","Microstegium",NA,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_6JCs2mM2LfciFfn","Massachusetts","Network of sites within one state/province","Microstegium",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5QG1Oof7XHqTTuG","","","Microstegium",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_3U5fotg9fbz2uIA","Maine","Network of sites within one state/province","Microstegium",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_63qkdlZAdlp973r","","","Microstegium",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Nongovernmental Organization",2025
"R_6MSEK2WWyiJXX8f","Vermont","Network of sites within one state/province","Microstegium",3,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1cvzKKYoZlfF8Ua","","","Microstegium",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Nongovernmental Organization",2025
"R_1L5o6lNCpT8BrLb","","","Microstegium",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_5P00Gb4S2nU4OfA","Ohio","Network of sites within one state/province","Microstegium",7,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7qHEiJLfEIKHoeh","","","Microstegium",NA,NA,"","","",2025
"R_53E9FNoqpjImGx0","","","Microstegium",NA,NA,"Invasive plant research/science","2 to 5 years","Academia/University",2025
"R_6dEOH3nQWsRf2ff","Tennessee","Multi-state network of sites","Microstegium",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_6WYgJBttCwwhXSp","New York","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_6ForFLcNvl9Gfip","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2025
"R_5R23jr6FuDmhief","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7ezzjbfl2jdcxDx","Vermont","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1HSUmXBNOowEz38","Michigan","Single site","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7NKwiRCT9j90GNs","Massachusetts","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_7V2SFyLI4BgpYkG","Ontario"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3XrXjwaVmvGXoOJ","Maryland","Network of sites within one state/province","Pueria",5,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3XKPZwC9gPe1LAB","California","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_62Pxg5v9Zs16RJA","Ontario","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_32PnpOV1HkZAw1H","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2025
"R_6duO8IAxNUPo2RW","Massachusetts","Single site","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2025
"R_5ywqK8B333ZmZQ5","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_3dKb9I322MuEgFz","Maine","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_73eVhyZmS8L43ik","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Tribal/First Nation",2025
"R_5UWrqrzzclD8FIu","Vermont","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5FfRxT4Lds9JXGr","New York","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7xnzlMXKOTsg8HD","Michigan"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_6WGzpWEPE19oX5v","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3SsX1syXYcf2oyl","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5JIsRlFQz08hfmF","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3Uciec0XTEPN8VM","Kansas","Network of sites within one state/province","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2025
"R_5BQkPPSouGpr2Hg","Massachusetts","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3lIwOYVE6uiBLFL","Missouri","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7tgxSJVgLjTP0qd","New Jersey","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2025
"R_5l9ERSBPJ1HuXCh","","","Pueria",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1nX8LdY5yOWIPMB","","","Pueria",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1x5fi5U5VCmvboJ","","","Pueria",NA,NA,"","","",2025
"R_6oQyieKuImjkMkF","Minnesota","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3lytOudfMz8mBQQ","","","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_1JR7RDOKzCfiEnh","","","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5iL3nUBoeV7F8Kx","Minnesota","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_38RNrcXY8szG3YP","","","Pueria",NA,NA,"Invasive plant research/science","10+ years","State Government",2025
"R_7s0bUeJot4aF7Xj","","","Pueria",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_7q9Ap8ieDZ9oCyg","Arkansas","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3zHHEZE9YczuVki","Indiana"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Other",2025
"R_33vwY2329g6VQ0k","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_116BRIIEnGyCpwU","California","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_5E71fWz3IruQgh6","Ohio","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_3lRuInUscYVq0lX","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_7Ceo32FKLa3B326","","","Pueria",NA,NA,"Invasive plant extension","2 to 5 years","State Government",2025
"R_1n7T1SSSrODztTK","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_7irsAfnr90MpJDX","","","Pueria",NA,NA,"","","",2025
"R_1LgxvH8g74WcAal","New York","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_5SMOSI08B0z5H6F","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3DnGBGAP1dPCes7","Wyoming","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_5uChQWAdHoaNehT","","","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2025
"R_6otqeEqxavLiZSY","New York","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_35AYWocGorXLuYK","Connecticut","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","6 to 10 years"," Federal Government",2025
"R_30JFe2RxkYRhFAk","Michigan","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Pueria",7,"Earlier due to changing phenology","Invasive plant management ","10+ years","State Government",2025
"R_7LZIwVNGpe3KgTI","Wisconsin","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_6CfNNocJljlizu5","Michigan","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_7SutF2RVi019IBz","Ohio","Single site","Pueria",NA,NA,"Invasive plant management ","6 to 10 years"," Federal Government",2025
"R_5a65Cht00V6P1st","New York","Single site","Pueria",NA,NA,"Invasive plant management ","Less than 2 years","Academia/University",2025
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_59o44pLJ19Ko1bz","Connecticut","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_3GKeTuOGsGrWsBx","Michigan","Single site","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Academia/University",2025
"R_3mgUtoCpgcqUdlL","Alaska","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_3TAxaQL5ajxPgdj","","","Pueria",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1HgGpL6ACrpRv4l","West Virginia","Multi-state network of sites","Pueria",10,"I don't know","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3oTl0eprRsr0HBh","New York","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_51b9eoP3TpoI1sr","Missouri"," Other (please specify)","Pueria",4,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years"," Federal Government",2025
"R_3E7cWMnIfvk6plg","Missouri","Network of sites within one state/province","Pueria",7,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2025
"R_6FfyRLQZZoBnKfa","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5tyNGdytbIadKk9","Indiana","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5QMdxsTPIB3Ml3K","Maryland","Network of sites within one state/province","Pueria",1,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_5wUlVJP5S6N1qEN","Virginia","Network of sites within one state/province","Pueria",10,"I don't know","Invasive plant management ","6 to 10 years","County Government",2025
"R_537x22NmHs7hBVW","New York"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_6QOOH4tKwngrOHn","Michigan","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5pmY8oLxe5MTq3z","Missouri","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1JL9iDUjnpJZLQR","New York","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_6B5TP2f74foQpYL","","","Pueria",NA,NA,"","","",2025
"R_3K7NKCzrLwodZrv","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_5TY2NHEkAN2Kjmo","","","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_7qOGDVF2BVxvqca","","","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5I6qNXdl1mckd0K","Michigan","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5RfGcJZSPQua3Z1","District of Columbia","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3O6y7KoIeSKd2hb","","","Pueria",NA,NA,"","","",2025
"R_3ePYFHCtZY61sCc","Ohio","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1gRiAyI70h1oeLD","","","Pueria",NA,NA,"I don’t work with invasive plants","","",2025
"R_7Emok7hJscILxnA","","","Pueria",NA,NA,"","","",2025
"R_3HorDCHhTQDpkbL","","","Pueria",NA,NA,"","","",2025
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_5tMzaB0PTpPS2ir","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_1wGepviiEawT7xG","Pennsylvania"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1gXD9kt66uL5qNb","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5FL0Dh9GY67xaof","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7EbhVHuaLaWdFdf","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_7f8UAs2YAktE2it","","","Pueria",NA,NA,"","","",2025
"R_7jUugVn6QvfZspP","Virginia","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3q3HlvQtJMVJV4J","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7GCx4T0QvASYfS2","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7b3r56BUmJsTaEF","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_6GMsZxu63pRQ7BL","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3P4T2m3UdNNEWbk","Maine","Single site","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_5r0ua2M67eD5PSo","Ontario","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_3PAegtCXmyNyCd4","","","Pueria",NA,NA,"Invasive plant extension","2 to 5 years","Nongovernmental Organization",2025
"R_1rUYrs3htQ2RlNg","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1E6JiBmm9GjH2a8","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5GqXqu4hfRGN4Y4","Virginia","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_1EiGIcVTKZ2CXkf","Maryland","Single site","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7Vru9EQVgndVy1V","North Carolina","Network of sites within one state/province","Pueria",30,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2025
"R_5HUk03lYvicd1lR","Vermont","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_7mVNv0Fpzy8TESl","Missouri","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1hhjlf1IGLZZ22n","Massachusetts","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5oaOcorb0tWwDku","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_1Mtee4EvizES7c1","","","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2025
"R_1QynJDkZLIXiWuj","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Pueria",10,"Earlier or later for other reasons","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7q3sEFKcJH3jV4h","North Carolina","Multi-state network of sites","Pueria",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_6VKHZJJuCF3ssA9","Rhode Island","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3f2NE46NtdzB3GN","Missouri","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3Cv8u4R4r3z7ZFP","","","Pueria",NA,NA,"","","",2025
"R_3LBxMYGRGWo5LzU","New York","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7aFVfiFc5I5Lt29","","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_7Mu8SLiJKPmUa8V","","","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5Eg8xsg08esD7Rv","New Hampshire","Network of sites within one state/province","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2025
"R_6zI4045OheCWxD4","New York","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_3koWzuFby927k7v","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7916UIaOGbhT1AV","Indiana","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2025
"R_7exFz3gk3VIVD1A","","","Pueria",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_5dS2zAppP9wPLpj","","","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5fpfT90CdpwDhvH","","","Pueria",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_3BXy7lTi8qCQ0cF","Indiana"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_4DdacjI5qhmJw0t","Vermont","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3ky1fT1lcE8AtSF","","","Pueria",NA,NA,"","","",2025
"R_3ccJaCdsXnlVJg6","Minnesota","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Academia/University",2025
"R_30xjQCBmlmzdGhK","Michigan","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_3PeaJhsds1VeDg6","","","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_7WTR5ZB6xZ7NrYl","","","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_6jiYUPYGI7NG8Ax","Massachusetts"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Other",2025
"R_6LM4zc5bR7utrq6","Wisconsin","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_7VVKpwRg6BNKYO5","","","Pueria",NA,NA,"","","",2025
"R_6xnYQypkLxxXJct","Michigan","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3zeZCduVIBtWjhr","","","Pueria",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_5VKiWunSaIlbEZP","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5cCxuqU3LPDqcRW","Wisconsin","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3yNv77ves0EseE9","Massachusetts"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_394SePwlZlWpdTj","","","Pueria",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_1KVHBfH2skOg057","","","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_71Rf71H2dc8Nszu","","","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","State Government",2025
"R_6bkD5LQEewba1fb","New York","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_5Ootj6qKBL1qRSn","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5ziHijOkVpyFgPl","","","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_373eXuoxMgqWyIv","","","Pueria",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_7SB9LnyKwR5DPnQ","Maine","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_31MZvBdXVsIj2Z6","","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_72Fajt8sVMFqNIB","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","","Nongovernmental Organization",2025
"R_5yNchEbnkvI8VeF","","","Pueria",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_7q9CGoR98EHdtT8","Wisconsin","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3oKFNE7EJdtd7QR","Wisconsin","Network of sites within one state/province","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2025
"R_5JmcaJDl3ExE0GF","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5oGCnRccVycaeZV","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2025
"R_7CIWuckyx3sjsAs","Ontario"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_3NE8VjXO0OOvmMO","","","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_5NNlKDt9xahEB6V","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_37VaZFZM4My9RQg","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_69m69niC7eQvmfH","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_6SkIALEEmjd49Yq","Rhode Island","Single site","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_52slHOREy0viarS","Virginia","Network of sites within one state/province","Pueria",4,"I don't know","Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_3y11MJQMOttiaqr","Massachusetts","Network of sites within one state/province","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Industry/Private Sector",2025
"R_7VHZv0QU22SMcfo","","","Pueria",NA,NA,"Invasive plant research/science","10+ years","Other",2025
"R_7zisJUcklmC59IQ","Massachusetts"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1WY82cNkvl3SfQt","Massachusetts"," Other (please specify)","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2025
"R_5gWhTNexnIxqTnz","Vermont","Multi-state network of sites","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5E49JE842qi5GJr","Massachusetts","Single site","Pueria",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3rwajJwgu3om0rn","","","Pueria",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3IsjGtJEPkCmXJ6","","","Pueria",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","State Government",2025
"R_3CBEqa3RyCeeOxN","","","Pueria",NA,NA,"Invasive plant research/science","2 to 5 years","State Government",2025
"R_7R3kptcEqpw4uvH","","","Pueria",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_78RhmA0lmlcdoad","","","Pueria",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_1D1AJJAt8PaqdR8","","","Pueria",NA,NA,"","","",2025
"R_7NhlFVsI95PXZnF","","","Pueria",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_6loBMHGNQOY8UWk","","","Pueria",NA,NA,"","","",2025
"R_61GkUO5dWwqhCjj","Wisconsin","Network of sites within one state/province","Pueria",NA,NA,"Invasive plant management ","10+ years","County Government",2025
