"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent","management_shift","howshift"
"R_1D5srXkx8ozWrQm","Maryland","Single site","Artemisia",4,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.822150356254108,-0.515142477920408,1,"more"
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Artemisia",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1,"more"
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Artemisia",3,"Less frequently due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.952896849262466,-0.515142477920408,1,"less"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Artemisia",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Artemisia",6,"More frequently due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.560657370237391,0.79049810961295,1,"more"
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Artemisia",10,"Less frequently due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0376713982039572,-0.515142477920408,1,"less"
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Artemisia",3,"More frequently due to changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026,2,1,1,-0.952896849262466,-1.82078306545377,1,"more"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Acer",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Phragmites",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1,"more"
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Phragmites",20,"More frequently due to changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,1.26979353187963,-1.82078306545377,1,"more"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Phragmites",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Phragmites",20,"More frequently due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Ligustrum",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Cytisus",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Centaurea",5,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.691403863245749,0.79049810961295,1,"more"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Centaurea",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Ailanthis",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1,"more"
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Pastinaca",15,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.616061066837835,0.79049810961295,1,"more"
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Pastinaca",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,1,"more"
