"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent","management_shift","howshift"
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Celastrus",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier & later"
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Celastrus",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"later"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Celastrus",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Celastrus",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1,"earlier & later"
"R_6lGDmKoRK5yHshi","Maine","Single site","Celastrus",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.28721198854565,0.777303258476267,1,"later"
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1,"later"
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Celastrus",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"later"
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Celastrus",12,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.235563269179794,0.777303258476267,1,"earlier"
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Celastrus",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1,"earlier & later"
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Lonicera",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,1,"later"
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1,"earlier"
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1,"earlier"
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,1,-0.684629360265329,-1.84135100705524,1,"earlier"
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Lonicera",24,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.81303634822858,0.777303258476267,1,"earlier & later"
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Lonicera",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier & later"
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Lonicera",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1,"earlier"
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Lonicera",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier & later"
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Lonicera",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"later"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Lonicera",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Lonicera",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1,"earlier & later"
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier & later"
"R_6lGDmKoRK5yHshi","Maine","Single site","Lonicera",23,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.68158025830784,0.777303258476267,1,"earlier"
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684629360265329,0.777303258476267,1,"earlier"
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Lonicera",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1,"later"
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Lonicera",18,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.02429980870419,0.777303258476267,1,"later"
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Lonicera",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1,"earlier & later"
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Lonicera",28,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1,"earlier & later"
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Retnoutria",3,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947541540106792,0.777303258476267,1,"later"
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Retnoutria",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1,"earlier"
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Retnoutria",15,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1,"later"
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Retnoutria",14,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.498475449021258,0.777303258476267,1,"later"
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Retnoutria",17,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.892843718783453,0.777303258476267,1,"earlier & later"
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Retnoutria",14,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.498475449021258,0.777303258476267,1,"later"
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Retnoutria",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"later"
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Retnoutria",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier & later"
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Retnoutria",30,"Treatment starting earlier due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,2.60177288775297,-1.84135100705524,1,"earlier"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Retnoutria",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Retnoutria",6,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"earlier & later"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Retnoutria",19,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1,"later"
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Retnoutria",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier & later"
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Retnoutria",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1,"earlier"
"R_7B9gKVBYajQN8hK","Vermont","Single site","Retnoutria",2,"Treatment starting earlier due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-1.07899763002752,0.777303258476267,1,"earlier"
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Retnoutria",15,"Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.62993153894199,0.777303258476267,1,"later"
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Retnoutria",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1,"earlier & later"
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Retnoutria",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1,"later"
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Pueria",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier & later"
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Pueria",3,"Treatment ending later due to changing phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.947541540106792,-0.532023874289486,1,"later"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Pueria",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Pueria",1,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-1.21045371994826,0.777303258476267,1,"earlier"
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Rosa",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"later"
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Rosa",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,1,-0.684629360265329,-1.84135100705524,1,"earlier"
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Rosa",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier & later"
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Rosa",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier & later"
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Rosa",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1,"earlier"
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Rosa",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Rosa",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier & later"
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Rosa",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"later"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Rosa",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Rosa",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1,"earlier & later"
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Rosa",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684629360265329,0.777303258476267,1,"earlier"
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Rosa",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0273489106616695,-0.532023874289486,1,"later"
"R_5f0dgF6wdYD8aPv","Maine","Network of sites within one state/province","Rosa",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Rosa",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1,"earlier & later"
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Rosa",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1,"later"
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Rosa",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1,"later"
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Microstegium",3,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-0.947541540106792,-1.84135100705524,1,"earlier"
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Microstegium",NA,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,NA,-0.532023874289486,1,"earlier"
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Microstegium",NA,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,NA,-1.84135100705524,1,"earlier"
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Microstegium",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Microstegium",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
"R_1D5srXkx8ozWrQm","Maryland","Single site","Microstegium",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier & later"
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Microstegium",2,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Microstegium",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Microstegium",6,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"earlier"
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Microstegium",1,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-1.21045371994826,-0.532023874289486,1,"later"
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Microstegium",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Microstegium",12,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.235563269179794,0.777303258476267,1,"later"
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Microstegium",2,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,1,-1.07899763002752,-1.84135100705524,1,"earlier"
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Elaeagnus",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,1,"later"
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Elaeagnus",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier & later"
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Elaeagnus",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier & later"
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Elaeagnus",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1,"earlier"
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Elaeagnus",5,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.684629360265329,-0.532023874289486,1,"later"
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Elaeagnus",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Elaeagnus",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier & later"
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Elaeagnus",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"later"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Elaeagnus",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Elaeagnus",3,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.947541540106792,0.777303258476267,1,"earlier & later"
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Elaeagnus",5,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.684629360265329,-0.532023874289486,1,"later"
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Elaeagnus",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier & later"
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Elaeagnus",12,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.235563269179794,0.777303258476267,1,"earlier"
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Elaeagnus",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1,"earlier & later"
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Elaeagnus",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1,"later"
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Berberis",NA,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,NA,0.777303258476267,1,"later"
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Berberis",24,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.81303634822858,0.777303258476267,1,"earlier & later"
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Berberis",8,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.290261090503133,0.777303258476267,1,"later"
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Berberis",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier & later"
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Berberis",15,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.62993153894199,0.777303258476267,1,"earlier"
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Berberis",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899763002752,-0.532023874289486,1,"earlier & later"
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Berberis",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553173270344597,0.777303258476267,1,"later"
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Berberis",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28721198854565,0.777303258476267,1,"earlier"
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Berberis",19,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15575589862492,0.777303258476267,1,"earlier"
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Berberis",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier & later"
"R_6lGDmKoRK5yHshi","Maine","Single site","Berberis",23,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.68158025830784,0.777303258476267,1,"earlier"
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Berberis",5,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.684629360265329,-0.532023874289486,1,"later"
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Berberis",12,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.235563269179794,0.777303258476267,1,"later"
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Berberis",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.158805000582401,0.777303258476267,1,"earlier & later"
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Berberis",28,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.3388607079115,0.777303258476267,1,"earlier & later"
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Berberis",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28721198854565,0.777303258476267,1,"later"
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Vinetoxicum",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Vinetoxicum",13,"Treatment ending later due to changing phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,1,0.367019359100526,-1.84135100705524,1,"later"
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Vinetoxicum",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0273489106616695,0.777303258476267,1,"earlier"
